Game,Draw Date,Winning Combination,Jackpot (PHP),Winners
Mega Lotto 6/45,2026-03-02,12-25-45-40-33-27,"17,977,214.41",1
Grand Lotto 6/55,2026-03-02,05-07-18-33-38-27,"45,000,000.00",0
4D Lotto,2026-03-02,7-6-3-7,"85,545.00",11
Ultra Lotto 6/58,2026-03-01,33-57-47-07-31-23,"75,000,000.00",0
Super Lotto 6/49,2026-03-01,19-23-06-17-12-37,"79,105,520.27",0
Lotto 6/42,2026-02-28,30-41-20-21-34-39,"31,696,439.58",0
Grand Lotto 6/55,2026-02-28,14-51-28-06-27-08,"45,000,000.00",0
6D Lotto,2026-02-28,9-6-9-1-5-3,"1,095,870.28",0
Ultra Lotto 6/58,2026-02-27,51-32-19-41-12-01,"75,000,000.00",0
Mega Lotto 6/45,2026-02-27,39-30-26-29-43-15,"15,000,000.00",0
4D Lotto,2026-02-27,8-7-1-0,"30,369.00",19
Super Lotto 6/49,2026-02-26,22-44-13-30-26-46,"73,767,003.45",0
Lotto 6/42,2026-02-26,09-02-11-41-20-27,"27,487,043.32",0
6D Lotto,2026-02-26,3-7-2-9-1-8,"651,035.44",0
Mega Lotto 6/45,2026-02-25,40-03-25-15-22-02,"15,000,000.00",0
Grand Lotto 6/55,2026-02-25,23-17-52-04-34-27,"45,000,000.00",0
4D Lotto,2026-02-25,7-7-3-0,"24,260.00",24
Ultra Lotto 6/58,2026-02-24,47-26-30-41-27-49,"75,000,000.00",0
Super Lotto 6/49,2026-02-24,20-06-42-13-47-28,"68,974,817.33",0
Lotto 6/42,2026-02-24,24-12-04-35-41-15,"23,814,718.62",0
6D Lotto,2026-02-24,5-0-7-0-0-8,"601,035.44",0
Mega Lotto 6/45,2026-02-23,39-40-30-04-17-22,"15,000,000.00",0
Grand Lotto 6/55,2026-02-23,20-23-05-35-33-45,"45,000,000.00",0
4D Lotto,2026-02-23,6-4-4-6,"51,072.00",19
Ultra Lotto 6/58,2026-02-22,36-43-13-03-12-30,"75,000,000.00",0
Super Lotto 6/49,2026-02-22,14-17-05-02-43-16,"65,058,018.25",0
Lotto 6/42,2026-02-21,33-38-15-20-41-37,"20,493,989.78",0
Grand Lotto 6/55,2026-02-21,09-23-03-49-50-01,"45,000,000.00",2
6D Lotto,2026-02-21,1-7-5-7-3-4,"989,793.00",1
Ultra Lotto 6/58,2026-02-20,28-48-51-58-56-53,"75,000,000.00",0
Mega Lotto 6/45,2026-02-20,02-31-14-20-28-17,"15,000,000.00",0
4D Lotto,2026-02-20,9-5-0-0,"31,143.00",21
Super Lotto 6/49,2026-02-19,09-31-40-34-42-43,"60,336,205.73",0
Lotto 6/42,2026-02-19,38-22-41-26-13-21,"16,668,379.85",0
6D Lotto,2026-02-19,1-5-4-2-9-2,"509,001.80",0
Mega Lotto 6/45,2026-02-18,35-05-45-04-38-23,"15,000,000.00",1
Grand Lotto 6/55,2026-02-18,14-28-37-41-10-51,"45,000,000.00",0
4D Lotto,2026-02-18,6-7-6-5,"37,143.00",21
Ultra Lotto 6/58,2026-02-17,30-32-56-43-27-50,"75,000,000.00",0
Super Lotto 6/49,2026-02-17,17-45-15-49-26-40,"55,580,313.80",0
Lotto 6/42,2026-02-17,12-22-36-03-41-37,"13,223,463.01",0
6D Lotto,2026-02-17,3-4-5-6-1-2,"1,173,374.00",2
Mega Lotto 6/45,2026-02-16,21-17-10-06-03-34,"15,000,000.00",0
Grand Lotto 6/55,2026-02-16,35-16-54-21-04-06,"45,000,000.00",0
4D Lotto,2026-02-16,5-9-8-9,"83,789.00",11
Ultra Lotto 6/58,2026-02-15,56-26-57-33-52-23,"75,000,000.00",0
Super Lotto 6/49,2026-02-15,27-48-40-03-25-15,"51,672,278.94",0
Lotto 6/42,2026-02-14,22-08-09-12-30-32,"10,097,279.28",0
Grand Lotto 6/55,2026-02-14,42-41-48-24-22-44,"45,000,000.00",0
6D Lotto,2026-02-14,7-3-7-1-9-0,"1,970,168.60",0
Ultra Lotto 6/58,2026-02-13,50-41-18-34-40-58,"75,000,000.00",0
Mega Lotto 6/45,2026-02-13,45-08-43-03-06-32,"15,000,000.00",0
4D Lotto,2026-02-13,2-3-2-8,"10,000.00",114
Super Lotto 6/49,2026-02-12,02-37-24-21-36-40,"47,053,715.16",0
Lotto 6/42,2026-02-12,40-23-20-28-36-07,"10,000,000.00",0
6D Lotto,2026-02-12,3-2-2-6-0-7,"1,226,369.36",0
Mega Lotto 6/45,2026-02-11,17-15-32-45-40-12,"37,032,365.47",1
Grand Lotto 6/55,2026-02-11,03-14-25-13-23-22,"45,000,000.00",0
4D Lotto,2026-02-11,4-2-3-8,"26,618.00",33
Ultra Lotto 6/58,2026-02-10,54-26-37-35-31-29,"75,000,000.00",0
Super Lotto 6/49,2026-02-10,28-03-27-34-30-20,"42,401,917.45",0
Lotto 6/42,2026-02-10,17-03-36-42-01-34,"10,000,000.00",0
6D Lotto,2026-02-10,3-6-7-5-4-9,"834,364.80",0
Mega Lotto 6/45,2026-02-09,04-14-30-20-18-13,"32,709,413.77",0
Grand Lotto 6/55,2026-02-09,44-39-47-31-26-02,"45,000,000.00",0
4D Lotto,2026-02-09,8-7-5-0,"30,312.00",27
Ultra Lotto 6/58,2026-02-08,58-35-30-29-13-21,"75,000,000.00",0
Super Lotto 6/49,2026-02-08,14-39-04-34-11-09,"38,903,429.56",0
Lotto 6/42,2026-02-07,42-10-05-13-20-19,"11,235,564.13",1
Grand Lotto 6/55,2026-02-07,55-02-43-10-14-13,"45,000,000.00",0
6D Lotto,2026-02-07,1-3-4-7-7-3,"281,109.80",0
Ultra Lotto 6/58,2026-02-06,50-28-37-34-06-11,"75,000,000.00",0
Mega Lotto 6/45,2026-02-06,38-35-02-44-22-39,"28,320,023.07",0
4D Lotto,2026-02-06,6-1-0-0,"24,692.00",31
Super Lotto 6/49,2026-02-05,12-42-17-49-16-36,"34,512,702.58",0
Lotto 6/42,2026-02-05,10-36-30-16-29-39,"10,000,000.00",0
6D Lotto,2026-02-05,0-3-0-5-8-9,"1,800,431.00",1
Mega Lotto 6/45,2026-02-04,03-12-31-43-22-11,"24,129,169.85",0
Grand Lotto 6/55,2026-02-04,45-49-33-43-38-54,"45,000,000.00",0
4D Lotto,2026-02-04,2-6-3-4,"40,029.00",24
Ultra Lotto 6/58,2026-02-03,35-55-40-12-13-31,"75,000,000.00",0
Super Lotto 6/49,2026-02-03,39-15-02-12-07-18,"29,801,761.84",0
Lotto 6/42,2026-02-03,33-14-10-15-24-12,"10,000,000.00",0
6D Lotto,2026-02-03,4-9-4-3-7-0,"1,750,431.76",0
Mega Lotto 6/45,2026-02-02,25-06-21-01-28-10,"19,623,493.37",0
Grand Lotto 6/55,2026-02-02,44-30-17-01-19-50,"45,000,000.00",0
4D Lotto,2026-02-02,4-4-0-1,"49,356.00",18
Ultra Lotto 6/58,2026-02-01,30-17-20-28-55-23,"75,000,000.00",0
Super Lotto 6/49,2026-02-01,08-10-15-25-21-02,"26,094,363.75",0
Lotto 6/42,2026-01-31,23-27-16-20-28-21,"5,940,000.00",1
Grand Lotto 6/55,2026-01-31,54-37-20-15-21-10,"51,794,060.00",1
6D Lotto,2026-01-31,4-7-0-4-5-9,"934,256.84",0
Ultra Lotto 6/58,2026-01-30,02-45-43-57-44-49,"49,500,000.00",0
Mega Lotto 6/45,2026-01-30,04-03-08-42-40-33,"15,223,148.60",0
4D Lotto,2026-01-30,2-8-8-3,"60,612.00",19
Super Lotto 6/49,2026-01-29,10-34-07-15-05-31,"21,827,053.80",0
Lotto 6/42,2026-01-29,16-28-08-23-42-20,"32,894,927.40",1
6D Lotto,2026-01-29,6-1-5-8-6-6,"161,306.76",0
Mega Lotto 6/45,2026-01-28,27-35-09-08-04-03,"11,144,094.80",0
Grand Lotto 6/55,2026-01-28,13-53-36-11-39-15,"46,526,553.80",0
4D Lotto,2026-01-28,2-0-3-3,"24,540.00",40
Ultra Lotto 6/58,2026-01-27,25-50-06-46-27-07,"49,500,000.00",0
Super Lotto 6/49,2026-01-27,41-23-26-33-10-20,"18,196,920.20",0
Lotto 6/42,2026-01-27,23-34-17-35-01-27,"27,507,160.00",0
6D Lotto,2026-01-27,2-7-1-4-5-5,"1,972,653.00",1
Mega Lotto 6/45,2026-01-26,25-22-24-42-04-33,"8,910,000.00",0
Grand Lotto 6/55,2026-01-26,19-01-37-07-41-51,"41,941,563.20",0
4D Lotto,2026-01-26,5-2-8-6,"21,173.00",47
Ultra Lotto 6/58,2026-01-25,39-37-04-11-02-09,"284,636,402.80",2
Super Lotto 6/49,2026-01-25,42-44-23-03-31-26,"15,840,000.00",0
Lotto 6/42,2026-01-24,21-06-41-34-17-28,"22,792,270.00",0
Grand Lotto 6/55,2026-01-24,24-19-16-33-36-06,"37,485,292.60",0
6D Lotto,2026-01-24,4-0-8-1-7-1,"1,922,653.16",0
Ultra Lotto 6/58,2026-01-23,08-33-21-13-19-25,"274,658,188.40",0
Mega Lotto 6/45,2026-01-23,16-01-31-27-04-43,"8,910,000.00",0
4D Lotto,2026-01-23,0-7-4-1,"132,214.00",8
Super Lotto 6/49,2026-01-22,10-26-24-36-01-48,"15,840,000.00",0
Lotto 6/42,2026-01-22,18-24-27-39-40-21,"18,289,720.80",0
6D Lotto,2026-01-22,2-4-3-2-2-2,"1,203,941.56",0
Mega Lotto 6/45,2026-01-21,28-12-02-15-23-13,"33,350,760.40",2
Grand Lotto 6/55,2026-01-21,34-28-48-25-55-03,"33,193,409.20",0
4D Lotto,2026-01-21,8-7-6-1,"58,217.00",17
Ultra Lotto 6/58,2026-01-20,54-52-05-22-49-20,"264,032,272.00",0
Super Lotto 6/49,2026-01-20,05-15-23-02-03-04,"15,840,000.00",0
Lotto 6/42,2026-01-20,05-02-03-14-12-06,"13,872,684.00",0
6D Lotto,2026-01-20,8-5-0-6-0-6,"1,096,377.68",0
Mega Lotto 6/45,2026-01-19,03-15-41-10-43-17,"28,466,081.20",0
Grand Lotto 6/55,2026-01-19,28-09-41-22-48-07,"29,700,000.00",0
4D Lotto,2026-01-19,0-5-6-5,"29,252.00",31
Ultra Lotto 6/58,2026-01-18,38-55-56-02-22-03,"254,932,636.40",0
Super Lotto 6/49,2026-01-18,35-32-20-37-05-19,"15,840,000.00",0
Lotto 6/42,2026-01-17,04-03-23-11-18-35,"10,373,797.40",0
Grand Lotto 6/55,2026-01-17,40-07-49-19-34-23,"29,700,000.00",0
6D Lotto,2026-01-17,4-8-1-5-5-3,"430,691.80",0
Ultra Lotto 6/58,2026-01-16,17-05-35-15-19-37,"245,418,490.00",0
Mega Lotto 6/45,2026-01-16,42-31-06-10-40-37,"23,773,759.60",0
4D Lotto,2026-01-16,2-3-3-6,"44,754.00",24
Super Lotto 6/49,2026-01-15,14-24-10-05-15-11,"15,840,000.00",1
Lotto 6/42,2026-01-15,22-11-06-04-20-03,"6,542,028.20",0
6D Lotto,2026-01-15,6-6-4-2-7-5,"2,608,347.00",2
Mega Lotto 6/45,2026-01-14,43-05-10-03-16-04,"19,437,030.20",0
Grand Lotto 6/55,2026-01-14,02-48-43-41-42-11,"29,700,000.00",0
4D Lotto,2026-01-14,2-4-7-7,"25,300.00",37
Ultra Lotto 6/58,2026-01-13,28-44-11-43-33-45,"235,429,574.80",0
Super Lotto 6/49,2026-01-13,15-28-26-06-27-25,"15,840,000.00",1
Lotto 6/42,2026-01-13,20-03-29-15-39-19,"5,940,000.00",0
6D Lotto,2026-01-13,2-2-9-4-3-3,"4,475,974.44",0
Mega Lotto 6/45,2026-01-12,09-05-11-21-06-02,"15,293,132.00",0
Grand Lotto 6/55,2026-01-12,47-43-36-09-07-11,"29,700,000.00",0
4D Lotto,2026-01-12,1-3-2-4,"10,000.00",116
Ultra Lotto 6/58,2026-01-11,44-51-31-32-09-35,"226,887,463.20",0
Super Lotto 6/49,2026-01-11,32-26-12-22-30-36,"15,840,000.00",0
Lotto 6/42,2026-01-10,20-08-10-01-04-24,"5,940,000.00",2
Grand Lotto 6/55,2026-01-10,32-13-31-08-14-44,"29,700,000.00",0
6D Lotto,2026-01-10,2-3-8-7-9-6,"3,810,077.36",0
Ultra Lotto 6/58,2026-01-09,33-15-57-23-30-53,"218,282,070.80",0
Mega Lotto 6/45,2026-01-09,43-35-18-16-25-13,"11,187,537.00",0
4D Lotto,2026-01-09,8-8-4-6,"44,178.00",23
Super Lotto 6/49,2026-01-08,09-11-30-12-24-26,"104,548,763.10",2
Lotto 6/42,2026-01-08,29-32-13-17-11-09,"10,042,884.60",1
6D Lotto,2026-01-08,6-2-6-3-4-2,"2,928,944.04",0
Mega Lotto 6/45,2026-01-07,06-03-07-24-21-09,"8,910,000.00",0
Grand Lotto 6/55,2026-01-07,34-41-44-37-38-19,"29,700,000.00",0
4D Lotto,2026-01-07,1-2-8-5,"28,893.00",37
Ultra Lotto 6/58,2026-01-06,12-30-03-08-34-54,"209,639,379.60",0
Super Lotto 6/49,2026-01-06,48-33-27-18-05-36,"97,432,130.70",0
Lotto 6/42,2026-01-06,11-34-09-38-12-10,"6,550,096.00",0
6D Lotto,2026-01-06,5-6-6-2-2-8,"2,444,637.72",0
Mega Lotto 6/45,2026-01-05,09-02-03-27-21-45,"8,910,000.00",0
Grand Lotto 6/55,2026-01-05,20-15-33-50-03-45,"29,700,000.00",0
4D Lotto,2026-01-05,0-4-9-7,"61,630.00",19
Ultra Lotto 6/58,2026-01-04,19-50-20-51-37-52,"202,600,000.00",0
Super Lotto 6/49,2026-01-04,35-19-13-39-23-24,"91,996,756.70",0
Lotto 6/42,2026-01-03,41-18-32-23-10-39,"5,940,000.00",0
Grand Lotto 6/55,2026-01-03,13-42-06-45-24-33,"288,616,075.00",1
6D Lotto,2026-01-03,8-2-9-4-8-3,"1,894,485.12",0
Ultra Lotto 6/58,2026-01-02,44-56-17-24-30-53,"202,600,000.00",0
Mega Lotto 6/45,2026-01-02,44-21-19-10-18-11,"14,435,567.00",1
4D Lotto,2026-01-02,7-0-5-0,"51,532.00",13
Super Lotto 6/49,2026-01-01,23-30-19-18-41-21,"86,393,934.30",0
Lotto 6/42,2026-01-01,34-35-38-01-18-41,"5,940,000.00",1
6D Lotto,2026-01-01,6-1-6-8-3-0,"1,034,226.48",0
Mega Lotto 6/45,2025-12-31,11-20-17-22-08-26,"11,021,530.00",0
Grand Lotto 6/55,2025-12-31,50-01-41-40-32-35,"278,486,984.60",0
4D Lotto,2025-12-31,1-3-2-4,"10,000.00",81
Ultra Lotto 6/58,2025-12-30,20-51-13-56-37-49,"202,600,000.00",0
Super Lotto 6/49,2025-12-30,08-05-36-24-29-39,"83,958,495.30",0
Lotto 6/42,2025-12-30,06-32-29-24-37-04,"19,004,723.60",1
6D Lotto,2025-12-30,1-7-5-8-0-4,"878,085.68",0
Mega Lotto 6/45,2025-12-29,05-35-19-38-34-08,"8,910,000.00",0
Grand Lotto 6/55,2025-12-29,44-25-14-52-45-38,"269,216,884.20",0
4D Lotto,2025-12-29,5-2-1-2,"10,000.00",48
Ultra Lotto 6/58,2025-12-28,28-44-31-12-03-23,"49,500,000.00",0
Super Lotto 6/49,2025-12-28,14-21-39-34-01-18,"78,914,953.10",0
Lotto 6/42,2025-12-27,27-20-04-35-19-42,"15,202,187.80",0
Grand Lotto 6/55,2025-12-27,41-16-45-20-52-01,"258,798,014.20",0
6D Lotto,2025-12-27,0-8-0-6-3-3,"339,908.76",0
Ultra Lotto 6/58,2025-12-26,17-04-50-19-46-28,"49,500,000.00",0
Mega Lotto 6/45,2025-12-26,36-20-18-32-06-24,"8,910,000.00",0
4D Lotto,2025-12-26,9-6-7-7,"117,985.00",8
Super Lotto 6/49,2025-12-25,44-03-29-45-34-16,"73,000,006.10",0
Lotto 6/42,2025-12-25,18-28-38-42-12-11,"11,271,463.80",0
6D Lotto,2025-12-25,1-0-2-0-3-0,"207,888.00",18
Mega Lotto 6/45,2025-12-24,27-24-12-18-42-03,"13,829,620.60",1
Grand Lotto 6/55,2025-12-24,18-13-39-51-19-21,"248,525,475.00",0
4D Lotto,2025-12-24,9-1-5-6,"93,522.00",9
Ultra Lotto 6/58,2025-12-23,06-43-54-12-11-13,"49,500,000.00",0
Super Lotto 6/49,2025-12-23,12-10-41-16-04-27,"70,588,118.90",0
Lotto 6/42,2025-12-23,20-02-29-31-19-12,"9,716,215.40",0
6D Lotto,2025-12-23,1-3-3-2-5-3,"3,692,000.60",0
Mega Lotto 6/45,2025-12-22,04-41-15-16-14-36,"10,504,328.80",0
Grand Lotto 6/55,2025-12-22,53-38-23-01-10-18,"240,001,724.60",0
4D Lotto,2025-12-22,3-2-0-1,"50,720.00",20
Ultra Lotto 6/58,2025-12-21,08-42-51-14-17-49,"49,500,000.00",0
Super Lotto 6/49,2025-12-21,24-49-06-21-04-33,"65,546,126.00",0
Lotto 6/42,2025-12-20,03-22-21-33-04-17,"6,504,897.60",0
Grand Lotto 6/55,2025-12-20,05-45-03-35-49-42,"230,550,309.00",0
6D Lotto,2025-12-20,0-5-1-4-9-6,"3,392,522.60",0
Ultra Lotto 6/58,2025-12-19,35-23-50-07-31-02,"49,500,000.00",0
Mega Lotto 6/45,2025-12-19,07-43-35-44-33-41,"8,910,000.00",0
4D Lotto,2025-12-19,5-1-7-4,"19,214.00",55
Super Lotto 6/49,2025-12-18,17-32-07-25-45-21,"60,281,173.20",0
Lotto 6/42,2025-12-18,03-39-17-06-10-26,"5,940,000.00",0
6D Lotto,2025-12-18,3-0-9-7-3-9,"3,342,522.60",0
Mega Lotto 6/45,2025-12-17,36-27-07-04-35-14,"8,910,000.00",0
Grand Lotto 6/55,2025-12-17,14-08-01-51-39-48,"220,987,758.20",0
4D Lotto,2025-12-17,4-5-6-1,"80,423.00",13
Ultra Lotto 6/58,2025-12-16,35-37-14-01-43-12,"49,500,000.00",0
Super Lotto 6/49,2025-12-16,10-30-13-19-32-26,"55,343,237.60",0
Lotto 6/42,2025-12-16,15-19-24-41-42-05,"49,195,100.40",1
6D Lotto,2025-12-16,9-4-6-6-7-4,"2,459,373.28",0
Mega Lotto 6/45,2025-12-15,10-21-23-30-01-15,"25,111,918.20",1
Grand Lotto 6/55,2025-12-15,25-54-15-38-45-28,"212,219,015.80",0
4D Lotto,2025-12-15,6-8-0-7,"75,972.00",13
Ultra Lotto 6/58,2025-12-14,49-43-14-06-18-19,"49,500,000.00",0
Super Lotto 6/49,2025-12-14,42-43-37-09-45-36,"51,519,188.20",0
Lotto 6/42,2025-12-13,18-03-10-33-17-22,"44,542,378.20",0
Grand Lotto 6/55,2025-12-13,46-52-09-37-40-17,"204,170,773.40",0
6D Lotto,2025-12-13,0-0-0-3-2-9,"1,616,768.80",0
Ultra Lotto 6/58,2025-12-12,27-45-48-40-15-58,"49,500,000.00",0
Mega Lotto 6/45,2025-12-12,27-10-24-06-25-20,"21,235,078.20",0
4D Lotto,2025-12-12,2-4-2-1,"11,996.00",49
Super Lotto 6/49,2025-12-11,34-45-48-31-30-44,"46,850,654.00",0
Lotto 6/42,2025-12-11,36-26-31-03-28-21,"39,894,086.80",0
6D Lotto,2025-12-11,5-0-9-5-6-3,"1,262,347.00",0
Mega Lotto 6/45,2025-12-10,30-42-15-25-40-28,"17,420,554.60",0
Grand Lotto 6/55,2025-12-10,53-30-06-17-11-45,"195,803,522.20",0
4D Lotto,2025-12-10,8-2-8-7,"44,299.00",23
Ultra Lotto 6/58,2025-12-09,22-47-26-29-36-08,"49,500,000.00",0
Super Lotto 6/49,2025-12-09,09-34-32-01-42-30,"42,781,444.20",0
Lotto 6/42,2025-12-09,36-42-07-16-01-13,"35,516,146.00",0
6D Lotto,2025-12-09,1-2-4-9-2-9,"646,528.56",0
Mega Lotto 6/45,2025-12-08,04-10-30-19-08-38,"13,840,806.80",0
Grand Lotto 6/55,2025-12-08,36-22-49-51-45-05,"188,122,816.20",0
4D Lotto,2025-12-08,6-0-5-7,"26,781.00",35
Ultra Lotto 6/58,2025-12-07,39-34-49-56-14-33,"49,500,000.00",0
Super Lotto 6/49,2025-12-07,48-43-36-10-26-44,"39,517,070.40",0
Lotto 6/42,2025-12-06,37-33-36-38-14-39,"31,464,216.00",0
Grand Lotto 6/55,2025-12-06,52-08-35-37-42-32,"180,675,244.20",0
6D Lotto,2025-12-06,2-6-7-6-2-0,"596,528.56",0
Ultra Lotto 6/58,2025-12-05,13-55-28-48-36-20,"49,500,000.00",0
Mega Lotto 6/45,2025-12-05,13-03-45-42-21-04,"10,293,441.60",0
4D Lotto,2025-12-05,5-1-7-5,"23,441.00",42
Super Lotto 6/49,2025-12-04,35-24-16-26-44-28,"35,274,192.00",0
Lotto 6/42,2025-12-04,31-41-03-11-12-29,"27,190,231.20",0
6D Lotto,2025-12-04,5-3-1-6-2-8,"150,000.00",0
Mega Lotto 6/45,2025-12-03,01-45-31-05-29-19,"8,910,000.00",0
Grand Lotto 6/55,2025-12-03,54-50-14-02-25-38,"172,931,530.20",0
4D Lotto,2025-12-03,8-3-4-7,"42,633.00",21
Ultra Lotto 6/58,2025-12-02,40-45-54-56-24-57,"49,500,000.00",0
Super Lotto 6/49,2025-12-02,09-14-48-17-44-26,"31,156,886.80",0
Lotto 6/42,2025-12-02,30-37-23-34-33-32,"23,049,025.20",0
6D Lotto,2025-12-02,2-6-7-4-8-9,"5,462,331.00",1
Mega Lotto 6/45,2025-12-01,22-07-01-12-28-37,"8,910,000.00",0
Grand Lotto 6/55,2025-12-01,38-41-42-02-05-49,"165,699,861.80",0
4D Lotto,2025-12-01,8-3-3-6,"138,906.00",7
Ultra Lotto 6/58,2025-11-30,26-08-20-03-58-28,"155,223,593.80",1
Super Lotto 6/49,2025-11-30,06-32-03-21-10-07,"27,769,526.40",0
Lotto 6/42,2025-11-29,32-14-29-26-38-27,"19,230,167.60",0
Grand Lotto 6/55,2025-11-29,17-15-41-27-25-10,"158,846,527.40",0
6D Lotto,2025-11-29,4-2-1-7-9-4,"4,807,861.24",0
Ultra Lotto 6/58,2025-11-28,33-41-32-48-16-38,"148,988,345.00",0
Mega Lotto 6/45,2025-11-28,01-05-37-31-18-19,"8,910,000.00",1
4D Lotto,2025-11-28,8-5-8-5,"21,304.00",48
Super Lotto 6/49,2025-11-27,03-16-07-35-42-38,"23,948,578.80",0
Lotto 6/42,2025-11-27,42-26-04-30-21-22,"15,608,485.00",0
6D Lotto,2025-11-27,0-9-0-7-4-4,"4,278,961.60",0
Mega Lotto 6/45,2025-11-26,29-22-25-37-41-34,"84,182,510.00",1
Grand Lotto 6/55,2025-11-26,24-42-33-19-06-20,"152,234,211.80",0
4D Lotto,2025-11-26,2-8-0-4,"42,975.00",21
Ultra Lotto 6/58,2025-11-25,40-31-06-19-36-42,"142,401,985.00",0
Super Lotto 6/49,2025-11-25,27-18-13-07-16-49,"20,142,114.20",0
Lotto 6/42,2025-11-25,22-30-27-03-34-21,"12,116,541.00",0
6D Lotto,2025-11-25,0-2-5-7-1-6,"3,983,708.20",0
Mega Lotto 6/45,2025-11-24,25-14-28-17-20-41,"79,205,340.60",0
Grand Lotto 6/55,2025-11-24,36-43-44-45-11-41,"146,296,887.00",0
4D Lotto,2025-11-24,0-2-8-1,"58,332.00",17
Ultra Lotto 6/58,2025-11-23,14-46-39-28-26-20,"137,126,644.60",0
Super Lotto 6/49,2025-11-23,30-22-47-23-18-12,"17,365,848.00",0
Lotto 6/42,2025-11-22,10-30-12-15-33-20,"9,211,206.80",0
Grand Lotto 6/55,2025-11-22,03-40-11-53-39-26,"140,522,916.60",0
6D Lotto,2025-11-22,3-9-2-5-3-6,"3,577,983.24",0
Ultra Lotto 6/58,2025-11-21,34-41-22-49-52-26,"131,212,842.20",0
Mega Lotto 6/45,2025-11-21,19-02-41-24-04-39,"74,266,503.20",0
4D Lotto,2025-11-21,9-0-2-8,"10,000.00",20
Super Lotto 6/49,2025-11-20,49-19-28-40-43-09,"15,840,000.00",0
Lotto 6/42,2025-11-20,27-16-38-30-39-10,"5,971,209.40",0
6D Lotto,2025-11-20,6-2-0-2-8-8,"3,010,576.96",0
Mega Lotto 6/45,2025-11-19,27-33-24-29-13-05,"69,295,109.20",0
Grand Lotto 6/55,2025-11-19,28-50-32-12-08-38,"133,980,882.20",0
4D Lotto,2025-11-19,2-7-2-1,"10,000.00",101
Ultra Lotto 6/58,2025-11-18,49-30-44-37-05-18,"125,249,742.20",0
Super Lotto 6/49,2025-11-18,37-32-43-20-34-44,"15,840,000.00",0
Lotto 6/42,2025-11-18,18-37-26-40-21-14,"5,940,000.00",0
6D Lotto,2025-11-18,3-3-3-7-1-5,"2,462,827.08",0
Mega Lotto 6/45,2025-11-17,28-31-04-16-24-41,"64,645,410.60",0
Grand Lotto 6/55,2025-11-17,05-44-40-12-50-22,"128,198,961.00",0
4D Lotto,2025-11-17,0-3-8-8,"170,316.00",5
Ultra Lotto 6/58,2025-11-16,37-12-13-29-10-14,"119,841,821.00",0
Super Lotto 6/49,2025-11-16,01-07-32-17-34-38,"15,840,000.00",0
Lotto 6/42,2025-11-15,06-11-03-09-18-29,"5,940,000.00",1
Grand Lotto 6/55,2025-11-15,11-52-14-21-30-07,"122,415,464.60",0
6D Lotto,2025-11-15,6-6-2-1-6-3,"2,223,814.88",0
Ultra Lotto 6/58,2025-11-14,39-01-08-14-48-06,"114,052,697.00",0
Mega Lotto 6/45,2025-11-14,22-14-16-23-36-04,"59,850,072.40",0
4D Lotto,2025-11-14,8-5-1-7,"22,729.00",20
Super Lotto 6/49,2025-11-13,47-29-45-48-26-46,"15,840,000.00",0
Lotto 6/42,2025-11-13,18-28-08-30-41-06,"81,810,102.00",1
6D Lotto,2025-11-13,2-0-5-0-3-2,"1,882,941.08",0
Mega Lotto 6/45,2025-11-12,14-26-31-36-25-45,"55,425,587.60",0
Grand Lotto 6/55,2025-11-12,10-13-16-36-05-12,"116,190,560.20",0
4D Lotto,2025-11-12,3-3-7-9,"62,397.00",14
Ultra Lotto 6/58,2025-11-11,53-08-46-40-19-18,"108,810,101.40",0
Super Lotto 6/49,2025-11-11,04-25-20-14-12-05,"184,998,366.40",1
Lotto 6/42,2025-11-11,34-10-02-16-26-29,"75,610,006.60",0
6D Lotto,2025-11-11,5-0-2-8-6-6,"1,298,975.80",0
Mega Lotto 6/45,2025-11-10,38-27-17-23-31-06,"51,306,254.00",0
Grand Lotto 6/55,2025-11-10,53-48-24-36-39-07,"111,369,858.60",0
4D Lotto,2025-11-10,8-4-8-0,"48,365.00",18
Ultra Lotto 6/58,2025-11-09,25-07-57-19-22-28,"105,139,234.20",0
Super Lotto 6/49,2025-11-09,37-31-06-26-29-14,"178,197,172.00",0
Lotto 6/42,2025-11-08,01-05-34-18-12-25,"71,005,392.00",0
Grand Lotto 6/55,2025-11-08,03-32-07-37-42-21,"107,428,105.40",0
6D Lotto,2025-11-08,9-3-6-6-3-2,"820,744.68",0
Ultra Lotto 6/58,2025-11-07,18-29-44-50-46-22,"102,115,334.20",0
Mega Lotto 6/45,2025-11-07,24-28-36-42-34-08,"47,762,873.80",0
4D Lotto,2025-11-07,6-8-9-1,"19,097.00",51
Super Lotto 6/49,2025-11-06,47-48-01-16-11-41,"172,090,632.00",0
Lotto 6/42,2025-11-06,04-08-28-36-21-35,"65,771,261.60",0
6D Lotto,2025-11-06,5-2-9-6-6-9,"263,009.72",0
Mega Lotto 6/45,2025-11-05,28-09-45-34-25-32,"43,660,828.80",0
Grand Lotto 6/55,2025-11-05,48-02-51-30-49-20,"102,470,449.40",0
4D Lotto,2025-11-05,0-0-0-5,"30,910.00",24
Ultra Lotto 6/58,2025-11-04,37-38-12-02-04-44,"97,512,472.20",0
Super Lotto 6/49,2025-11-04,06-10-38-47-08-44,"164,438,966.00",0
Lotto 6/42,2025-11-04,10-01-32-04-18-09,"60,959,533.20",0
